Year;Local Government Area;Offence Subdivision;Incidents Recorded;id_loc;id
2013;Alpine;Assault and related offences;5;355;1
2013;Alpine;Other crimes against the person;5;355;2
2013;Alpine;Dangerous and negligent acts endangering people;1;396;3
2013;Alpine;Assault and related offences;1;754;4
2013;Alpine;Dangerous and negligent acts endangering people;1;923;5
2013;Alpine;Other crimes against the person;1;923;6
2013;Alpine;Assault and related offences;1;1190;7
2013;Alpine;Assault and related offences;1;1870;8
2013;Alpine;Other crimes against the person;2;1870;9
2013;Alpine;Assault and related offences;16;1968;10
2013;Alpine;Dangerous and negligent acts endangering people;3;1968;11
2013;Alpine;Other crimes against the person;4;1968;12
2013;Alpine;Stalking, harassment and threatening behaviour;3;1968;13
2013;Alpine;Dangerous and negligent acts endangering people;1;2088;14
2013;Alpine;Assault and related offences;1;2131;15
2013;Alpine;Other crimes against the person;1;2212;16
2013;Alpine;Assault and related offences;1;2597;17
2013;Alpine;Assault and related offences;1;2806;18
2013;Alpine;Stalking, harassment and threatening behaviour;1;2806;19
2013;Ararat;Assault and related offences;133;55;20
2013;Ararat;Dangerous and negligent acts endangering people;6;55;21
2013;Ararat;Other crimes against the person;20;55;22
2013;Ararat;Robbery;1;55;23
2013;Ararat;Stalking, harassment and threatening behaviour;13;55;24
2013;Ararat;Assault and related offences;1;69;25
2013;Ararat;Assault and related offences;1;541;26
2013;Ararat;Assault and related offences;1;791;27
2013;Ararat;Other crimes against the person;1;840;28
2013;Ararat;Assault and related offences;3;891;29
2013;Ararat;Other crimes against the person;1;891;30
2013;Ararat;Stalking, harassment and threatening behaviour;2;891;31
2013;Ararat;Assault and related offences;1;1486;32
2013;Ararat;Assault and related offences;2;1923;33
2013;Ararat;Assault and related offences;1;2024;34
2013;Ararat;Assault and related offences;1;2508;35
2013;Ararat;Stalking, harassment and threatening behaviour;1;2596;36
2013;Ararat;Assault and related offences;2;2918;37
2013;Ararat;Assault and related offences;2;2925;38
2013;Ballarat;Assault and related offences;23;23;39
2013;Ballarat;Dangerous and negligent acts endangering people;2;23;40
2013;Ballarat;Other crimes against the person;3;23;41
2013;Ballarat;Stalking, harassment and threatening behaviour;5;23;42
2013;Ballarat;Assault and related offences;16;108;43
2013;Ballarat;Dangerous and negligent acts endangering people;2;108;44
2013;Ballarat;Other crimes against the person;3;108;45
2013;Ballarat;Assault and related offences;259;116;46
2013;Ballarat;Dangerous and negligent acts endangering people;25;116;47
2013;Ballarat;Other crimes against the person;32;116;48
2013;Ballarat;Robbery;8;116;49
2013;Ballarat;Stalking, harassment and threatening behaviour;47;116;50
2013;Ballarat;Assault and related offences;49;117;51
2013;Ballarat;Other crimes against the person;6;117;52
2013;Ballarat;Robbery;1;117;53
2013;Ballarat;Stalking, harassment and threatening behaviour;6;117;54
2013;Ballarat;Assault and related offences;15;118;55
2013;Ballarat;Other crimes against the person;3;118;56
2013;Ballarat;Robbery;1;118;57
2013;Ballarat;Stalking, harassment and threatening behaviour;2;118;58
2013;Ballarat;Assault and related offences;18;267;59
2013;Ballarat;Other crimes against the person;5;267;60
2013;Ballarat;Robbery;1;267;61
2013;Ballarat;Stalking, harassment and threatening behaviour;1;267;62
2013;Ballarat;Dangerous and negligent acts endangering people;1;281;63
2013;Ballarat;Assault and related offences;1;303;64
2013;Ballarat;Assault and related offences;7;376;65
2013;Ballarat;Other crimes against the person;2;376;66
2013;Ballarat;Stalking, harassment and threatening behaviour;3;376;67
2013;Ballarat;Assault and related offences;13;429;68
2013;Ballarat;Other crimes against the person;4;429;69
2013;Ballarat;Stalking, harassment and threatening behaviour;1;429;70
2013;Ballarat;Other crimes against the person;1;445;71
2013;Ballarat;Assault and related offences;12;483;72
2013;Ballarat;Dangerous and negligent acts endangering people;1;483;73
2013;Ballarat;Other crimes against the person;1;483;74
2013;Ballarat;Stalking, harassment and threatening behaviour;1;483;75
2013;Ballarat;Other crimes against the person;1;507;76
2013;Ballarat;Assault and related offences;3;508;77
2013;Ballarat;Stalking, harassment and threatening behaviour;1;508;78
2013;Ballarat;Assault and related offences;33;758;79
2013;Ballarat;Dangerous and negligent acts endangering people;1;758;80
2013;Ballarat;Other crimes against the person;9;758;81
2013;Ballarat;Robbery;1;758;82
2013;Ballarat;Stalking, harassment and threatening behaviour;6;758;83
2013;Ballarat;Assault and related offences;3;921;84
2013;Ballarat;Dangerous and negligent acts endangering people;1;921;85
2013;Ballarat;Assault and related offences;20;1098;86
2013;Ballarat;Dangerous and negligent acts endangering people;2;1098;87
2013;Ballarat;Other crimes against the person;1;1098;88
2013;Ballarat;Stalking, harassment and threatening behaviour;2;1098;89
2013;Ballarat;Assault and related offences;2;1288;90
2013;Ballarat;Assault and related offences;1;1289;91
2013;Ballarat;Assault and related offences;10;1493;92
2013;Ballarat;Stalking, harassment and threatening behaviour;2;1493;93
2013;Ballarat;Assault and related offences;5;1505;94
2013;Ballarat;Dangerous and negligent acts endangering people;1;1505;95
2013;Ballarat;Robbery;1;1505;96
2013;Ballarat;Stalking, harassment and threatening behaviour;1;1505;97
2013;Ballarat;Assault and related offences;2;1541;98
2013;Ballarat;Other crimes against the person;2;1541;99
2013;Ballarat;Assault and related offences;8;1783;100
2013;Ballarat;Other crimes against the person;2;1783;101
2013;Ballarat;Robbery;1;1783;102
2013;Ballarat;Stalking, harassment and threatening behaviour;1;1783;103
2013;Ballarat;Assault and related offences;1;1800;104
2013;Ballarat;Dangerous and negligent acts endangering people;1;1800;105
2013;Ballarat;Assault and related offences;17;1881;106
2013;Ballarat;Other crimes against the person;5;1881;107
2013;Ballarat;Stalking, harassment and threatening behaviour;7;1881;108
2013;Ballarat;Assault and related offences;5;1898;109
2013;Ballarat;Dangerous and negligent acts endangering people;1;1898;110
2013;Ballarat;Other crimes against the person;1;1898;111
2013;Ballarat;Stalking, harassment and threatening behaviour;1;1898;112
2013;Ballarat;Assault and related offences;10;1907;113
2013;Ballarat;Other crimes against the person;1;1907;114
2013;Ballarat;Robbery;2;1907;115
2013;Ballarat;Stalking, harassment and threatening behaviour;4;1907;116
2013;Ballarat;Other crimes against the person;1;1910;117
2013;Ballarat;Stalking, harassment and threatening behaviour;1;1910;118
2013;Ballarat;Assault and related offences;5;2025;119
2013;Ballarat;Other crimes against the person;1;2025;120
2013;Ballarat;Assault and related offences;4;2037;121
2013;Ballarat;Other crimes against the person;5;2037;122
2013;Ballarat;Stalking, harassment and threatening behaviour;3;2037;123
2013;Ballarat;Assault and related offences;40;2262;124
2013;Ballarat;Dangerous and negligent acts endangering people;2;2262;125
2013;Ballarat;Other crimes against the person;3;2262;126
2013;Ballarat;Stalking, harassment and threatening behaviour;1;2262;127
2013;Ballarat;Assault and related offences;1;2357;128
2013;Ballarat;Assault and related offences;120;2368;129
2013;Ballarat;Dangerous and negligent acts endangering people;6;2368;130
2013;Ballarat;Other crimes against the person;20;2368;131
2013;Ballarat;Robbery;1;2368;132
2013;Ballarat;Stalking, harassment and threatening behaviour;12;2368;133
2013;Ballarat;Assault and related offences;17;2419;134
2013;Ballarat;Other crimes against the person;3;2419;135
2013;Ballarat;Robbery;1;2419;136
2013;Ballarat;Stalking, harassment and threatening behaviour;3;2419;137
2013;Ballarat;Assault and related offences;7;2844;138
2013;Ballarat;Dangerous and negligent acts endangering people;1;2844;139
2013;Ballarat;Stalking, harassment and threatening behaviour;1;2844;140
2013;Ballarat;Assault and related offences;136;2882;141
2013;Ballarat;Dangerous and negligent acts endangering people;6;2882;142
2013;Ballarat;Other crimes against the person;9;2882;143
2013;Ballarat;Robbery;5;2882;144
2013;Ballarat;Stalking, harassment and threatening behaviour;24;2882;145
2013;Ballarat;Assault and related offences;4;2952;146
2013;Ballarat;Other crimes against the person;1;2952;147
2013;Banyule;Assault and related offences;9;211;148
2013;Banyule;Dangerous and negligent acts endangering people;2;211;149
2013;Banyule;Other crimes against the person;3;211;150
2013;Banyule;Assault and related offences;17;350;151
2013;Banyule;Other crimes against the person;1;350;152
2013;Banyule;Stalking, harassment and threatening behaviour;1;350;153
2013;Banyule;Assault and related offences;34;419;154
2013;Banyule;Dangerous and negligent acts endangering people;2;419;155
2013;Banyule;Other crimes against the person;5;419;156
2013;Banyule;Robbery;2;419;157
2013;Banyule;Stalking, harassment and threatening behaviour;11;419;158
2013;Banyule;Assault and related offences;7;854;159
2013;Banyule;Dangerous and negligent acts endangering people;4;854;160
2013;Banyule;Robbery;1;854;161
2013;Banyule;Stalking, harassment and threatening behaviour;1;854;162
2013;Banyule;Assault and related offences;5;896;163
2013;Banyule;Dangerous and negligent acts endangering people;1;896;164
2013;Banyule;Assault and related offences;89;1150;165
2013;Banyule;Dangerous and negligent acts endangering people;10;1150;166
2013;Banyule;Other crimes against the person;19;1150;167
2013;Banyule;Robbery;8;1150;168
2013;Banyule;Stalking, harassment and threatening behaviour;22;1150;169
2013;Banyule;Assault and related offences;53;1215;170
2013;Banyule;Dangerous and negligent acts endangering people;7;1215;171
2013;Banyule;Other crimes against the person;4;1215;172
2013;Banyule;Robbery;4;1215;173
2013;Banyule;Stalking, harassment and threatening behaviour;11;1215;174
2013;Banyule;Assault and related offences;58;1216;175
2013;Banyule;Dangerous and negligent acts endangering people;5;1216;176
2013;Banyule;Other crimes against the person;7;1216;177
2013;Banyule;Robbery;2;1216;178
2013;Banyule;Stalking, harassment and threatening behaviour;8;1216;179
2013;Banyule;Assault and related offences;123;1217;180
2013;Banyule;Dangerous and negligent acts endangering people;6;1217;181
2013;Banyule;Other crimes against the person;11;1217;182
2013;Banyule;Robbery;8;1217;183
2013;Banyule;Stalking, harassment and threatening behaviour;16;1217;184
2013;Banyule;Assault and related offences;32;1298;185
2013;Banyule;Dangerous and negligent acts endangering people;2;1298;186
2013;Banyule;Other crimes against the person;6;1298;187
2013;Banyule;Robbery;2;1298;188
2013;Banyule;Stalking, harassment and threatening behaviour;11;1298;189
2013;Banyule;Assault and related offences;6;1299;190
2013;Banyule;Dangerous and negligent acts endangering people;1;1299;191
2013;Banyule;Other crimes against the person;4;1299;192
2013;Banyule;Robbery;1;1299;193
2013;Banyule;Stalking, harassment and threatening behaviour;3;1299;194
2013;Banyule;Assault and related offences;12;1607;195
2013;Banyule;Dangerous and negligent acts endangering people;2;1607;196
2013;Banyule;Other crimes against the person;1;1607;197
2013;Banyule;Robbery;3;1607;198
2013;Banyule;Stalking, harassment and threatening behaviour;5;1607;199
2013;Banyule;Assault and related offences;28;1626;200
2013;Banyule;Other crimes against the person;6;1626;201
2013;Banyule;Robbery;3;1626;202
2013;Banyule;Stalking, harassment and threatening behaviour;8;1626;203
2013;Banyule;Assault and related offences;24;1828;204
2013;Banyule;Dangerous and negligent acts endangering people;1;1828;205
2013;Banyule;Other crimes against the person;3;1828;206
2013;Banyule;Stalking, harassment and threatening behaviour;5;1828;207
2013;Banyule;Assault and related offences;19;2306;208
2013;Banyule;Other crimes against the person;7;2306;209
2013;Banyule;Robbery;3;2306;210
2013;Banyule;Stalking, harassment and threatening behaviour;7;2306;211
2013;Banyule;Assault and related offences;9;2459;212
2013;Banyule;Other crimes against the person;2;2459;213
2013;Banyule;Robbery;1;2459;214
2013;Banyule;Assault and related offences;11;2766;215
2013;Banyule;Other crimes against the person;1;2766;216
2013;Banyule;Stalking, harassment and threatening behaviour;2;2766;217
2013;Banyule;Assault and related offences;33;2858;218
2013;Banyule;Dangerous and negligent acts endangering people;3;2858;219
2013;Banyule;Other crimes against the person;4;2858;220
2013;Banyule;Robbery;1;2858;221
2013;Banyule;Stalking, harassment and threatening behaviour;8;2858;222
2013;Banyule;Assault and related offences;8;2859;223
2013;Banyule;Other crimes against the person;3;2859;224
2013;Banyule;Stalking, harassment and threatening behaviour;1;2859;225
2013;Banyule;Assault and related offences;8;3034;226
2013;Banyule;Robbery;1;3034;227
2013;Banyule;Stalking, harassment and threatening behaviour;8;3034;228
2013;Bass Coast;Dangerous and negligent acts endangering people;1;63;229
2013;Bass Coast;Assault and related offences;1;172;230
2013;Bass Coast;Assault and related offences;10;495;231
2013;Bass Coast;Other crimes against the person;1;495;232
2013;Bass Coast;Stalking, harassment and threatening behaviour;1;495;233
2013;Bass Coast;Assault and related offences;3;497;234
2013;Bass Coast;Other crimes against the person;4;497;235
2013;Bass Coast;Stalking, harassment and threatening behaviour;3;497;236
2013;Bass Coast;Assault and related offences;2;665;237
2013;Bass Coast;Other crimes against the person;1;665;238
2013;Bass Coast;Assault and related offences;3;670;239
2013;Bass Coast;Other crimes against the person;3;670;240
2013;Bass Coast;Stalking, harassment and threatening behaviour;3;670;241
2013;Bass Coast;Assault and related offences;33;683;242
2013;Bass Coast;Dangerous and negligent acts endangering people;2;683;243
2013;Bass Coast;Other crimes against the person;6;683;244
2013;Bass Coast;Stalking, harassment and threatening behaviour;5;683;245
2013;Bass Coast;Assault and related offences;2;732;246
2013;Bass Coast;Other crimes against the person;1;1042;247
2013;Bass Coast;Assault and related offences;4;1133;248
2013;Bass Coast;Dangerous and negligent acts endangering people;1;1133;249
2013;Bass Coast;Stalking, harassment and threatening behaviour;2;1133;250
2013;Bass Coast;Assault and related offences;21;1287;251
2013;Bass Coast;Dangerous and negligent acts endangering people;4;1287;252
2013;Bass Coast;Other crimes against the person;4;1287;253
2013;Bass Coast;Stalking, harassment and threatening behaviour;4;1287;254
2013;Bass Coast;Assault and related offences;1;1400;255
2013;Bass Coast;Dangerous and negligent acts endangering people;1;1400;256
2013;Bass Coast;Stalking, harassment and threatening behaviour;1;1400;257
2013;Bass Coast;Stalking, harassment and threatening behaviour;1;1513;258
2013;Bass Coast;Assault and related offences;1;1517;259
2013;Bass Coast;Assault and related offences;29;2080;260
2013;Bass Coast;Dangerous and negligent acts endangering people;1;2080;261
2013;Bass Coast;Other crimes against the person;4;2080;262
2013;Bass Coast;Stalking, harassment and threatening behaviour;6;2080;263
2013;Bass Coast;Assault and related offences;5;2187;264
2013;Bass Coast;Other crimes against the person;2;2187;265
2013;Bass Coast;Stalking, harassment and threatening behaviour;1;2187;266
2013;Bass Coast;Stalking, harassment and threatening behaviour;1;2224;267
2013;Bass Coast;Assault and related offences;1;2276;268
2013;Bass Coast;Dangerous and negligent acts endangering people;1;2331;269
2013;Bass Coast;Assault and related offences;5;2342;270
2013;Bass Coast;Other crimes against the person;1;2342;271
2013;Bass Coast;Assault and related offences;12;2424;272
2013;Bass Coast;Other crimes against the person;1;2424;273
2013;Bass Coast;Stalking, harassment and threatening behaviour;1;2424;274
2013;Bass Coast;Stalking, harassment and threatening behaviour;1;2457;275
2013;Bass Coast;Other crimes against the person;1;2516;276
2013;Bass Coast;Assault and related offences;3;2520;277
2013;Bass Coast;Assault and related offences;2;2524;278
2013;Bass Coast;Assault and related offences;4;2758;279
2013;Bass Coast;Other crimes against the person;4;2758;280
2013;Bass Coast;Stalking, harassment and threatening behaviour;1;2758;281
2013;Bass Coast;Assault and related offences;1;2861;282
2013;Bass Coast;Stalking, harassment and threatening behaviour;1;2861;283
2013;Bass Coast;Assault and related offences;4;2939;284
2013;Bass Coast;Other crimes against the person;1;2939;285
2013;Bass Coast;Stalking, harassment and threatening behaviour;1;2939;286
2013;Bass Coast;Assault and related offences;103;2969;287
2013;Bass Coast;Dangerous and negligent acts endangering people;5;2969;288
2013;Bass Coast;Other crimes against the person;11;2969;289
2013;Bass Coast;Robbery;2;2969;290
2013;Bass Coast;Stalking, harassment and threatening behaviour;24;2969;291
2013;Bass Coast;Assault and related offences;1;2989;292
2013;Baw Baw;Assault and related offences;2;410;293
2013;Baw Baw;Other crimes against the person;2;410;294
2013;Baw Baw;Assault and related offences;1;411;295
2013;Baw Baw;Assault and related offences;1;572;296
2013;Baw Baw;Assault and related offences;2;705;297
2013;Baw Baw;Stalking, harassment and threatening behaviour;1;705;298
2013;Baw Baw;Assault and related offences;1;742;299
2013;Baw Baw;Dangerous and negligent acts endangering people;1;742;300
2013;Baw Baw;Assault and related offences;58;819;301
2013;Baw Baw;Dangerous and negligent acts endangering people;7;819;302
2013;Baw Baw;Other crimes against the person;8;819;303
2013;Baw Baw;Robbery;1;819;304
2013;Baw Baw;Stalking, harassment and threatening behaviour;11;819;305
2013;Baw Baw;Assault and related offences;3;820;306
2013;Baw Baw;Stalking, harassment and threatening behaviour;1;820;307
2013;Baw Baw;Assault and related offences;2;821;308
2013;Baw Baw;Dangerous and negligent acts endangering people;1;822;309
2013;Baw Baw;Other crimes against the person;1;997;310
2013;Baw Baw;Assault and related offences;1;1303;311
2013;Baw Baw;Stalking, harassment and threatening behaviour;1;1322;312
2013;Baw Baw;Stalking, harassment and threatening behaviour;1;1528;313
2013;Baw Baw;Assault and related offences;1;1584;314
2013;Baw Baw;Assault and related offences;17;1597;315
2013;Baw Baw;Other crimes against the person;1;1597;316
2013;Baw Baw;Stalking, harassment and threatening behaviour;3;1597;317
2013;Baw Baw;Assault and related offences;1;1598;318
2013;Baw Baw;Assault and related offences;1;1835;319
2013;Baw Baw;Assault and related offences;1;2013;320
2013;Baw Baw;Dangerous and negligent acts endangering people;1;2013;321
2013;Baw Baw;Other crimes against the person;1;2013;322
2013;Baw Baw;Assault and related offences;1;2018;323
2013;Baw Baw;Assault and related offences;4;2019;324
2013;Baw Baw;Other crimes against the person;5;2019;325
2013;Baw Baw;Stalking, harassment and threatening behaviour;1;2019;326
2013;Baw Baw;Assault and related offences;1;2053;327
2013;Baw Baw;Assault and related offences;1;2054;328
2013;Baw Baw;Assault and related offences;3;2064;329
2013;Baw Baw;Dangerous and negligent acts endangering people;1;2064;330
2013;Baw Baw;Assault and related offences;2;2255;331
2013;Baw Baw;Other crimes against the person;2;2255;332
2013;Baw Baw;Assault and related offences;1;2289;333
2013;Baw Baw;Stalking, harassment and threatening behaviour;1;2289;334
2013;Baw Baw;Assault and related offences;1;2302;335
2013;Baw Baw;Stalking, harassment and threatening behaviour;1;2302;336
2013;Baw Baw;Assault and related offences;1;2366;337
2013;Baw Baw;Assault and related offences;1;2570;338
2013;Baw Baw;Dangerous and negligent acts endangering people;1;2570;339
2013;Baw Baw;Stalking, harassment and threatening behaviour;1;2570;340
2013;Baw Baw;Assault and related offences;3;2641;341
2013;Baw Baw;Other crimes against the person;2;2641;342
2013;Baw Baw;Robbery;1;2641;343
2013;Baw Baw;Assault and related offences;9;2696;344
2013;Baw Baw;Dangerous and negligent acts endangering people;2;2696;345
2013;Baw Baw;Other crimes against the person;1;2696;346
2013;Baw Baw;Stalking, harassment and threatening behaviour;6;2696;347
2013;Baw Baw;Assault and related offences;1;2697;348
2013;Baw Baw;Other crimes against the person;1;2697;349
2013;Baw Baw;Assault and related offences;1;2763;350
2013;Baw Baw;Assault and related offences;116;2835;351
2013;Baw Baw;Dangerous and negligent acts endangering people;13;2835;352
2013;Baw Baw;Other crimes against the person;9;2835;353
2013;Baw Baw;Robbery;1;2835;354
2013;Baw Baw;Stalking, harassment and threatening behaviour;25;2835;355
2013;Baw Baw;Assault and related offences;1;2931;356
2013;Baw Baw;Stalking, harassment and threatening behaviour;1;2931;357
2013;Baw Baw;Assault and related offences;8;3055;358
2013;Baw Baw;Robbery;1;3055;359
2013;Baw Baw;Stalking, harassment and threatening behaviour;1;3055;360
2013;Bayside;Assault and related offences;14;192;361
2013;Bayside;Dangerous and negligent acts endangering people;2;192;362
2013;Bayside;Other crimes against the person;7;192;363
2013;Bayside;Stalking, harassment and threatening behaviour;3;192;364
2013;Bayside;Assault and related offences;6;269;365
2013;Bayside;Other crimes against the person;1;269;366
2013;Bayside;Assault and related offences;53;356;367
2013;Bayside;Dangerous and negligent acts endangering people;7;356;368
2013;Bayside;Other crimes against the person;14;356;369
2013;Bayside;Robbery;4;356;370
2013;Bayside;Stalking, harassment and threatening behaviour;15;356;371
2013;Bayside;Assault and related offences;24;357;372
2013;Bayside;Dangerous and negligent acts endangering people;1;357;373
2013;Bayside;Other crimes against the person;7;357;374
2013;Bayside;Robbery;2;357;375
2013;Bayside;Stalking, harassment and threatening behaviour;7;357;376
2013;Bayside;Assault and related offences;4;562;377
2013;Bayside;Other crimes against the person;3;562;378
2013;Bayside;Robbery;1;562;379
2013;Bayside;Stalking, harassment and threatening behaviour;2;562;380
2013;Bayside;Assault and related offences;24;1177;381
2013;Bayside;Dangerous and negligent acts endangering people;1;1177;382
2013;Bayside;Other crimes against the person;11;1177;383
2013;Bayside;Robbery;2;1177;384
2013;Bayside;Stalking, harassment and threatening behaviour;8;1177;385
2013;Bayside;Assault and related offences;36;1178;386
2013;Bayside;Dangerous and negligent acts endangering people;1;1178;387
2013;Bayside;Other crimes against the person;5;1178;388
2013;Bayside;Robbery;3;1178;389
2013;Bayside;Stalking, harassment and threatening behaviour;8;1178;390
2013;Bayside;Assault and related offences;35;1233;391
2013;Bayside;Dangerous and negligent acts endangering people;1;1233;392
2013;Bayside;Other crimes against the person;3;1233;393
2013;Bayside;Robbery;3;1233;394
2013;Bayside;Stalking, harassment and threatening behaviour;4;1233;395
2013;Bayside;Assault and related offences;34;2347;396
2013;Bayside;Dangerous and negligent acts endangering people;1;2347;397
2013;Bayside;Other crimes against the person;3;2347;398
2013;Bayside;Robbery;2;2347;399
2013;Bayside;Stalking, harassment and threatening behaviour;5;2347;400
2013;Benalla;Assault and related offences;3;100;401
2013;Benalla;Other crimes against the person;2;100;402
2013;Benalla;Stalking, harassment and threatening behaviour;1;100;403
2013;Benalla;Assault and related offences;108;218;404
2013;Benalla;Dangerous and negligent acts endangering people;8;218;405
2013;Benalla;Other crimes against the person;20;218;406
2013;Benalla;Stalking, harassment and threatening behaviour;16;218;407
2013;Benalla;Stalking, harassment and threatening behaviour;1;329;408
2013;Benalla;Other crimes against the person;1;774;409
2013;Benalla;Assault and related offences;2;1111;410
2013;Benalla;Other crimes against the person;1;1850;411
2013;Benalla;Assault and related offences;1;2593;412
2013;Benalla;Other crimes against the person;1;2593;413
2013;Benalla;Stalking, harassment and threatening behaviour;2;2593;414
2013;Boroondara;Assault and related offences;26;81;415
2013;Boroondara;Dangerous and negligent acts endangering people;1;81;416
2013;Boroondara;Other crimes against the person;11;81;417
2013;Boroondara;Robbery;2;81;418
2013;Boroondara;Stalking, harassment and threatening behaviour;4;81;419
2013;Boroondara;Assault and related offences;14;128;420
2013;Boroondara;Other crimes against the person;6;128;421
2013;Boroondara;Stalking, harassment and threatening behaviour;2;128;422
2013;Boroondara;Assault and related offences;26;129;423
2013;Boroondara;Dangerous and negligent acts endangering people;7;129;424
2013;Boroondara;Other crimes against the person;5;129;425
2013;Boroondara;Robbery;1;129;426
2013;Boroondara;Stalking, harassment and threatening behaviour;5;129;427
2013;Boroondara;Assault and related offences;40;473;428
2013;Boroondara;Dangerous and negligent acts endangering people;4;473;429
2013;Boroondara;Other crimes against the person;22;473;430
2013;Boroondara;Robbery;6;473;431
2013;Boroondara;Stalking, harassment and threatening behaviour;8;473;432
2013;Boroondara;Assault and related offences;9;490;433
2013;Boroondara;Dangerous and negligent acts endangering people;1;490;434
2013;Boroondara;Other crimes against the person;6;490;435
2013;Boroondara;Robbery;4;490;436
2013;Boroondara;Stalking, harassment and threatening behaviour;4;490;437
2013;Boroondara;Assault and related offences;2;756;438
2013;Boroondara;Stalking, harassment and threatening behaviour;2;756;439
2013;Boroondara;Assault and related offences;16;1046;440
2013;Boroondara;Dangerous and negligent acts endangering people;1;1046;441
2013;Boroondara;Other crimes against the person;7;1046;442
2013;Boroondara;Robbery;1;1046;443
2013;Boroondara;Stalking, harassment and threatening behaviour;4;1046;444
2013;Boroondara;Assault and related offences;81;1200;445
2013;Boroondara;Dangerous and negligent acts endangering people;3;1200;446
2013;Boroondara;Other crimes against the person;12;1200;447
2013;Boroondara;Robbery;11;1200;448
2013;Boroondara;Stalking, harassment and threatening behaviour;10;1200;449
2013;Boroondara;Assault and related offences;17;1201;450
2013;Boroondara;Other crimes against the person;9;1201;451
2013;Boroondara;Stalking, harassment and threatening behaviour;5;1201;452
2013;Boroondara;Assault and related offences;44;1391;453
2013;Boroondara;Dangerous and negligent acts endangering people;6;1391;454
2013;Boroondara;Other crimes against the person;19;1391;455
2013;Boroondara;Robbery;7;1391;456
2013;Boroondara;Stalking, harassment and threatening behaviour;11;1391;457
2013;Boroondara;Assault and related offences;12;1392;458
2013;Boroondara;Dangerous and negligent acts endangering people;1;1392;459
2013;Boroondara;Other crimes against the person;2;1392;460
2013;Boroondara;Assault and related offences;15;2525;461
2013;Boroondara;Other crimes against the person;3;2525;462
2013;Boroondara;Robbery;1;2525;463
2013;Boroondara;Stalking, harassment and threatening behaviour;3;2525;464
2013;Brimbank;Assault and related offences;31;17;465
2013;Brimbank;Robbery;3;17;466
2013;Brimbank;Stalking, harassment and threatening behaviour;3;17;467
2013;Brimbank;Assault and related offences;42;21;468
2013;Brimbank;Other crimes against the person;4;21;469
2013;Brimbank;Robbery;16;21;470
2013;Brimbank;Stalking, harassment and threatening behaviour;3;21;471
2013;Brimbank;Assault and related offences;19;64;472
2013;Brimbank;Robbery;1;64;473
2013;Brimbank;Stalking, harassment and threatening behaviour;1;64;474
2013;Brimbank;Assault and related offences;3;372;475
2013;Brimbank;Other crimes against the person;1;372;476
2013;Brimbank;Robbery;1;372;477
2013;Brimbank;Assault and related offences;40;461;478
2013;Brimbank;Dangerous and negligent acts endangering people;3;461;479
2013;Brimbank;Other crimes against the person;6;461;480
2013;Brimbank;Robbery;8;461;481
2013;Brimbank;Stalking, harassment and threatening behaviour;5;461;482
2013;Brimbank;Assault and related offences;111;757;483
2013;Brimbank;Dangerous and negligent acts endangering people;10;757;484
2013;Brimbank;Other crimes against the person;7;757;485
2013;Brimbank;Robbery;17;757;486
2013;Brimbank;Stalking, harassment and threatening behaviour;7;757;487
2013;Brimbank;Assault and related offences;41;759;488
2013;Brimbank;Other crimes against the person;6;759;489
2013;Brimbank;Robbery;9;759;490
2013;Brimbank;Stalking, harassment and threatening behaviour;11;759;491
2013;Brimbank;Assault and related offences;33;0;492
2013;Brimbank;Dangerous and negligent acts endangering people;3;0;493
2013;Brimbank;Other crimes against the person;8;0;494
2013;Brimbank;Robbery;1;0;495
2013;Brimbank;Stalking, harassment and threatening behaviour;7;0;496
2013;Brimbank;Assault and related offences;6;1242;497
2013;Brimbank;Robbery;1;1242;498
2013;Brimbank;Stalking, harassment and threatening behaviour;1;1242;499
2013;Brimbank;Assault and related offences;12;1366;500
2013;Brimbank;Dangerous and negligent acts endangering people;1;1366;501
2013;Brimbank;Other crimes against the person;9;1366;502
2013;Brimbank;Robbery;1;1366;503
2013;Brimbank;Stalking, harassment and threatening behaviour;3;1366;504
2013;Brimbank;Assault and related offences;5;1368;505
2013;Brimbank;Dangerous and negligent acts endangering people;1;1368;506
2013;Brimbank;Robbery;1;1368;507
2013;Brimbank;Stalking, harassment and threatening behaviour;3;1368;508
2013;Brimbank;Assault and related offences;57;1369;509
2013;Brimbank;Dangerous and negligent acts endangering people;6;1369;510
2013;Brimbank;Other crimes against the person;10;1369;511
2013;Brimbank;Robbery;2;1369;512
2013;Brimbank;Stalking, harassment and threatening behaviour;13;1369;513
2013;Brimbank;Assault and related offences;4;1370;514
2013;Brimbank;Dangerous and negligent acts endangering people;1;1370;515
2013;Brimbank;Other crimes against the person;1;1370;516
2013;Brimbank;Assault and related offences;4;1371;517
2013;Brimbank;Dangerous and negligent acts endangering people;2;1371;518
2013;Brimbank;Stalking, harassment and threatening behaviour;2;1371;519
2013;Brimbank;Assault and related offences;4;1372;520
2013;Brimbank;Assault and related offences;11;1373;521
2013;Brimbank;Dangerous and negligent acts endangering people;4;1373;522
2013;Brimbank;Other crimes against the person;2;1373;523
2013;Brimbank;Stalking, harassment and threatening behaviour;1;1373;524
2013;Brimbank;Assault and related offences;48;1419;525
2013;Brimbank;Dangerous and negligent acts endangering people;3;1419;526
2013;Brimbank;Other crimes against the person;6;1419;527
