Year;Local Government Area;Offence Subdivision;Incidents Recorded;id_loc;id
2016;Macedon Ranges;Other crimes against the person;7;2973;14312
2016;Macedon Ranges;Stalking, harassment and threatening behaviour;4;2973;14313
2016;Manningham;Assault and related offences;32;406;14314
2016;Manningham;Dangerous and negligent acts endangering people;5;406;14315
2016;Manningham;Other crimes against the person;7;406;14316
2016;Manningham;Stalking, harassment and threatening behaviour;6;406;14317
2016;Manningham;Assault and related offences;1;0;14318
2016;Manningham;Assault and related offences;72;800;14319
2016;Manningham;Dangerous and negligent acts endangering people;7;800;14320
2016;Manningham;Other crimes against the person;23;800;14321
2016;Manningham;Robbery;5;800;14322
2016;Manningham;Stalking, harassment and threatening behaviour;23;800;14323
2016;Manningham;Assault and related offences;64;801;14324
2016;Manningham;Dangerous and negligent acts endangering people;4;801;14325
2016;Manningham;Other crimes against the person;27;801;14326
2016;Manningham;Robbery;2;801;14327
2016;Manningham;Stalking, harassment and threatening behaviour;20;801;14328
2016;Manningham;Assault and related offences;33;803;14329
2016;Manningham;Dangerous and negligent acts endangering people;7;803;14330
2016;Manningham;Other crimes against the person;3;803;14331
2016;Manningham;Robbery;3;803;14332
2016;Manningham;Stalking, harassment and threatening behaviour;7;803;14333
2016;Manningham;Assault and related offences;1;2095;14334
2016;Manningham;Other crimes against the person;2;2095;14335
2016;Manningham;Assault and related offences;13;2146;14336
2016;Manningham;Dangerous and negligent acts endangering people;1;2146;14337
2016;Manningham;Other crimes against the person;7;2146;14338
2016;Manningham;Stalking, harassment and threatening behaviour;4;2146;14339
2016;Manningham;Assault and related offences;1;2288;14340
2016;Manningham;Other crimes against the person;1;2288;14341
2016;Manningham;Assault and related offences;27;2610;14342
2016;Manningham;Dangerous and negligent acts endangering people;4;2610;14343
2016;Manningham;Other crimes against the person;11;2610;14344
2016;Manningham;Robbery;1;2610;14345
2016;Manningham;Stalking, harassment and threatening behaviour;7;2610;14346
2016;Manningham;Assault and related offences;25;2611;14347
2016;Manningham;Dangerous and negligent acts endangering people;1;2611;14348
2016;Manningham;Other crimes against the person;10;2611;14349
2016;Manningham;Robbery;2;2611;14350
2016;Manningham;Stalking, harassment and threatening behaviour;2;2611;14351
2016;Manningham;Assault and related offences;11;2839;14352
2016;Manningham;Dangerous and negligent acts endangering people;1;2839;14353
2016;Manningham;Other crimes against the person;4;2839;14354
2016;Manningham;Robbery;2;2839;14355
2016;Manningham;Stalking, harassment and threatening behaviour;4;2839;14356
2016;Manningham;Dangerous and negligent acts endangering people;1;2840;14357
2016;Manningham;Assault and related offences;2;2964;14358
2016;Manningham;Other crimes against the person;3;2964;14359
2016;Manningham;Stalking, harassment and threatening behaviour;3;2964;14360
2016;Mansfield;Other crimes against the person;1;44;14361
2016;Mansfield;Assault and related offences;2;302;14362
2016;Mansfield;Other crimes against the person;2;302;14363
2016;Mansfield;Dangerous and negligent acts endangering people;1;1120;14364
2016;Mansfield;Assault and related offences;4;1305;14365
2016;Mansfield;Other crimes against the person;1;1305;14366
2016;Mansfield;Stalking, harassment and threatening behaviour;1;1305;14367
2016;Mansfield;Assault and related offences;23;1661;14368
2016;Mansfield;Dangerous and negligent acts endangering people;3;1661;14369
2016;Mansfield;Other crimes against the person;9;1661;14370
2016;Mansfield;Stalking, harassment and threatening behaviour;3;1661;14371
2016;Mansfield;Stalking, harassment and threatening behaviour;1;1757;14372
2016;Mansfield;Other crimes against the person;1;1876;14373
2016;Mansfield;Assault and related offences;1;2353;14374
2016;Mansfield;Assault and related offences;1;2657;14375
2016;Mansfield;Other crimes against the person;1;2975;14376
2016;Maribyrnong;Assault and related offences;75;343;14377
2016;Maribyrnong;Dangerous and negligent acts endangering people;6;343;14378
2016;Maribyrnong;Other crimes against the person;13;343;14379
2016;Maribyrnong;Robbery;4;343;14380
2016;Maribyrnong;Stalking, harassment and threatening behaviour;6;343;14381
2016;Maribyrnong;Assault and related offences;173;968;14382
2016;Maribyrnong;Dangerous and negligent acts endangering people;4;968;14383
2016;Maribyrnong;Other crimes against the person;32;968;14384
2016;Maribyrnong;Robbery;18;968;14385
2016;Maribyrnong;Stalking, harassment and threatening behaviour;40;968;14386
2016;Maribyrnong;Assault and related offences;5;1422;14387
2016;Maribyrnong;Other crimes against the person;4;1422;14388
2016;Maribyrnong;Robbery;1;1422;14389
2016;Maribyrnong;Assault and related offences;44;1637;14390
2016;Maribyrnong;Dangerous and negligent acts endangering people;3;1637;14391
2016;Maribyrnong;Other crimes against the person;11;1637;14392
2016;Maribyrnong;Robbery;5;1637;14393
2016;Maribyrnong;Stalking, harassment and threatening behaviour;6;1637;14394
2016;Maribyrnong;Assault and related offences;59;1667;14395
2016;Maribyrnong;Dangerous and negligent acts endangering people;4;1667;14396
2016;Maribyrnong;Other crimes against the person;9;1667;14397
2016;Maribyrnong;Robbery;9;1667;14398
2016;Maribyrnong;Stalking, harassment and threatening behaviour;10;1667;14399
2016;Maribyrnong;Assault and related offences;11;2369;14400
2016;Maribyrnong;Other crimes against the person;6;2369;14401
2016;Maribyrnong;Robbery;2;2369;14402
2016;Maribyrnong;Stalking, harassment and threatening behaviour;1;2369;14403
2016;Maribyrnong;Assault and related offences;3;2687;14404
2016;Maribyrnong;Dangerous and negligent acts endangering people;1;2687;14405
2016;Maribyrnong;Other crimes against the person;1;2687;14406
2016;Maribyrnong;Stalking, harassment and threatening behaviour;1;2687;14407
2016;Maribyrnong;Assault and related offences;40;2893;14408
2016;Maribyrnong;Dangerous and negligent acts endangering people;3;2893;14409
2016;Maribyrnong;Other crimes against the person;10;2893;14410
2016;Maribyrnong;Robbery;6;2893;14411
2016;Maribyrnong;Stalking, harassment and threatening behaviour;6;2893;14412
2016;Maribyrnong;Assault and related offences;43;3059;14413
2016;Maribyrnong;Dangerous and negligent acts endangering people;1;3059;14414
2016;Maribyrnong;Other crimes against the person;5;3059;14415
2016;Maribyrnong;Robbery;2;3059;14416
2016;Maribyrnong;Stalking, harassment and threatening behaviour;11;3059;14417
2016;Maroondah;Assault and related offences;54;184;14418
2016;Maroondah;Dangerous and negligent acts endangering people;1;184;14419
2016;Maroondah;Other crimes against the person;10;184;14420
2016;Maroondah;Robbery;1;184;14421
2016;Maroondah;Stalking, harassment and threatening behaviour;6;184;14422
2016;Maroondah;Assault and related offences;164;708;14423
2016;Maroondah;Dangerous and negligent acts endangering people;7;708;14424
2016;Maroondah;Other crimes against the person;40;708;14425
2016;Maroondah;Robbery;6;708;14426
2016;Maroondah;Stalking, harassment and threatening behaviour;31;708;14427
2016;Maroondah;Assault and related offences;9;709;14428
2016;Maroondah;Stalking, harassment and threatening behaviour;4;709;14429
2016;Maroondah;Assault and related offences;26;710;14430
2016;Maroondah;Dangerous and negligent acts endangering people;1;710;14431
2016;Maroondah;Other crimes against the person;7;710;14432
2016;Maroondah;Stalking, harassment and threatening behaviour;4;710;14433
2016;Maroondah;Assault and related offences;15;711;14434
2016;Maroondah;Other crimes against the person;3;711;14435
2016;Maroondah;Robbery;1;711;14436
2016;Maroondah;Stalking, harassment and threatening behaviour;3;711;14437
2016;Maroondah;Assault and related offences;29;1213;14438
2016;Maroondah;Dangerous and negligent acts endangering people;4;1213;14439
2016;Maroondah;Other crimes against the person;16;1213;14440
2016;Maroondah;Robbery;4;1213;14441
2016;Maroondah;Stalking, harassment and threatening behaviour;4;1213;14442
2016;Maroondah;Assault and related offences;8;1411;14443
2016;Maroondah;Dangerous and negligent acts endangering people;1;1411;14444
2016;Maroondah;Other crimes against the person;3;1411;14445
2016;Maroondah;Stalking, harassment and threatening behaviour;1;1411;14446
2016;Maroondah;Assault and related offences;10;1412;14447
2016;Maroondah;Other crimes against the person;4;1412;14448
2016;Maroondah;Robbery;3;1412;14449
2016;Maroondah;Stalking, harassment and threatening behaviour;3;1412;14450
2016;Maroondah;Assault and related offences;179;2286;14451
2016;Maroondah;Dangerous and negligent acts endangering people;21;2286;14452
2016;Maroondah;Other crimes against the person;34;2286;14453
2016;Maroondah;Robbery;6;2286;14454
2016;Maroondah;Stalking, harassment and threatening behaviour;29;2286;14455
2016;Maroondah;Assault and related offences;55;2287;14456
2016;Maroondah;Dangerous and negligent acts endangering people;2;2287;14457
2016;Maroondah;Other crimes against the person;13;2287;14458
2016;Maroondah;Robbery;3;2287;14459
2016;Maroondah;Stalking, harassment and threatening behaviour;4;2287;14460
2016;Maroondah;Assault and related offences;21;2288;14461
2016;Maroondah;Other crimes against the person;6;2288;14462
2016;Maroondah;Robbery;2;2288;14463
2016;Maroondah;Stalking, harassment and threatening behaviour;2;2288;14464
2016;Maroondah;Assault and related offences;1;2760;14465
2016;Maroondah;Assault and related offences;4;2841;14466
2016;Maroondah;Other crimes against the person;3;2841;14467
2016;Maroondah;Stalking, harassment and threatening behaviour;2;2841;14468
2016;Melbourne;Assault and related offences;115;517;14469
2016;Melbourne;Dangerous and negligent acts endangering people;5;517;14470
2016;Melbourne;Other crimes against the person;24;517;14471
2016;Melbourne;Robbery;27;517;14472
2016;Melbourne;Stalking, harassment and threatening behaviour;24;517;14473
2016;Melbourne;Assault and related offences;1;518;14474
2016;Melbourne;Assault and related offences;145;794;14475
2016;Melbourne;Dangerous and negligent acts endangering people;6;794;14476
2016;Melbourne;Other crimes against the person;18;794;14477
2016;Melbourne;Robbery;11;794;14478
2016;Melbourne;Stalking, harassment and threatening behaviour;13;794;14479
2016;Melbourne;Assault and related offences;53;859;14480
2016;Melbourne;Dangerous and negligent acts endangering people;1;859;14481
2016;Melbourne;Other crimes against the person;18;859;14482
2016;Melbourne;Robbery;6;859;14483
2016;Melbourne;Stalking, harassment and threatening behaviour;4;859;14484
2016;Melbourne;Assault and related offences;20;962;14485
2016;Melbourne;Dangerous and negligent acts endangering people;1;962;14486
2016;Melbourne;Other crimes against the person;2;962;14487
2016;Melbourne;Assault and related offences;66;1382;14488
2016;Melbourne;Dangerous and negligent acts endangering people;4;1382;14489
2016;Melbourne;Other crimes against the person;13;1382;14490
2016;Melbourne;Robbery;7;1382;14491
2016;Melbourne;Stalking, harassment and threatening behaviour;8;1382;14492
2016;Melbourne;Assault and related offences;1104;1703;14493
2016;Melbourne;Dangerous and negligent acts endangering people;33;1703;14494
2016;Melbourne;Other crimes against the person;117;1703;14495
2016;Melbourne;Robbery;87;1703;14496
2016;Melbourne;Stalking, harassment and threatening behaviour;69;1703;14497
2016;Melbourne;Assault and related offences;118;1705;14498
2016;Melbourne;Dangerous and negligent acts endangering people;11;1705;14499
2016;Melbourne;Other crimes against the person;76;1705;14500
2016;Melbourne;Robbery;21;1705;14501
2016;Melbourne;Stalking, harassment and threatening behaviour;72;1705;14502
2016;Melbourne;Assault and related offences;38;0;14503
2016;Melbourne;Dangerous and negligent acts endangering people;2;0;14504
2016;Melbourne;Other crimes against the person;2;0;14505
2016;Melbourne;Stalking, harassment and threatening behaviour;9;0;14506
2016;Melbourne;Assault and related offences;149;2076;14507
2016;Melbourne;Dangerous and negligent acts endangering people;4;2076;14508
2016;Melbourne;Other crimes against the person;23;2076;14509
2016;Melbourne;Robbery;23;2076;14510
2016;Melbourne;Stalking, harassment and threatening behaviour;23;2076;14511
2016;Melbourne;Assault and related offences;39;2148;14512
2016;Melbourne;Dangerous and negligent acts endangering people;2;2148;14513
2016;Melbourne;Other crimes against the person;8;2148;14514
2016;Melbourne;Robbery;3;2148;14515
2016;Melbourne;Stalking, harassment and threatening behaviour;6;2148;14516
2016;Melbourne;Assault and related offences;6;2217;14517
2016;Melbourne;Dangerous and negligent acts endangering people;2;2217;14518
2016;Melbourne;Other crimes against the person;3;2217;14519
2016;Melbourne;Robbery;1;2217;14520
2016;Melbourne;Stalking, harassment and threatening behaviour;1;2217;14521
2016;Melbourne;Assault and related offences;7;2430;14522
2016;Melbourne;Dangerous and negligent acts endangering people;2;2430;14523
2016;Melbourne;Other crimes against the person;2;2430;14524
2016;Melbourne;Robbery;1;2430;14525
2016;Melbourne;Assault and related offences;14;2431;14526
2016;Melbourne;Other crimes against the person;3;2431;14527
2016;Melbourne;Stalking, harassment and threatening behaviour;1;2431;14528
2016;Melbourne;Assault and related offences;169;2432;14529
2016;Melbourne;Dangerous and negligent acts endangering people;12;2432;14530
2016;Melbourne;Other crimes against the person;39;2432;14531
2016;Melbourne;Robbery;27;2432;14532
2016;Melbourne;Stalking, harassment and threatening behaviour;13;2432;14533
2016;Melbourne;Assault and related offences;56;2894;14534
2016;Melbourne;Dangerous and negligent acts endangering people;3;2894;14535
2016;Melbourne;Other crimes against the person;8;2894;14536
2016;Melbourne;Robbery;2;2894;14537
2016;Melbourne;Stalking, harassment and threatening behaviour;7;2894;14538
2016;Melton;Assault and related offences;1;11;14539
2016;Melton;Dangerous and negligent acts endangering people;1;11;14540
2016;Melton;Assault and related offences;4;301;14541
2016;Melton;Dangerous and negligent acts endangering people;3;301;14542
2016;Melton;Other crimes against the person;2;301;14543
2016;Melton;Robbery;1;301;14544
2016;Melton;Assault and related offences;50;371;14545
2016;Melton;Dangerous and negligent acts endangering people;4;371;14546
2016;Melton;Other crimes against the person;7;371;14547
2016;Melton;Robbery;1;371;14548
2016;Melton;Stalking, harassment and threatening behaviour;10;371;14549
2016;Melton;Assault and related offences;15;439;14550
2016;Melton;Other crimes against the person;3;439;14551
2016;Melton;Robbery;2;439;14552
2016;Melton;Stalking, harassment and threatening behaviour;8;439;14553
2016;Melton;Assault and related offences;19;440;14554
2016;Melton;Other crimes against the person;1;440;14555
2016;Melton;Robbery;1;440;14556
2016;Melton;Stalking, harassment and threatening behaviour;1;440;14557
2016;Melton;Assault and related offences;97;522;14558
2016;Melton;Dangerous and negligent acts endangering people;2;522;14559
2016;Melton;Other crimes against the person;13;522;14560
2016;Melton;Robbery;5;522;14561
2016;Melton;Stalking, harassment and threatening behaviour;20;522;14562
2016;Melton;Assault and related offences;5;613;14563
2016;Melton;Stalking, harassment and threatening behaviour;1;613;14564
2016;Melton;Assault and related offences;21;782;14565
2016;Melton;Dangerous and negligent acts endangering people;1;782;14566
2016;Melton;Other crimes against the person;2;782;14567
2016;Melton;Assault and related offences;7;929;14568
2016;Melton;Dangerous and negligent acts endangering people;1;929;14569
2016;Melton;Assault and related offences;11;983;14570
2016;Melton;Dangerous and negligent acts endangering people;3;983;14571
2016;Melton;Other crimes against the person;1;983;14572
2016;Melton;Stalking, harassment and threatening behaviour;1;983;14573
2016;Melton;Assault and related offences;3;1130;14574
2016;Melton;Robbery;2;1130;14575
2016;Melton;Assault and related offences;43;1188;14576
2016;Melton;Dangerous and negligent acts endangering people;2;1188;14577
2016;Melton;Other crimes against the person;7;1188;14578
2016;Melton;Robbery;2;1188;14579
2016;Melton;Stalking, harassment and threatening behaviour;15;1188;14580
2016;Melton;Assault and related offences;61;1242;14581
2016;Melton;Dangerous and negligent acts endangering people;7;1242;14582
2016;Melton;Other crimes against the person;6;1242;14583
2016;Melton;Robbery;7;1242;14584
2016;Melton;Stalking, harassment and threatening behaviour;18;1242;14585
2016;Melton;Assault and related offences;77;1468;14586
2016;Melton;Dangerous and negligent acts endangering people;5;1468;14587
2016;Melton;Other crimes against the person;8;1468;14588
2016;Melton;Robbery;1;1468;14589
2016;Melton;Stalking, harassment and threatening behaviour;16;1468;14590
2016;Melton;Assault and related offences;141;1731;14591
2016;Melton;Dangerous and negligent acts endangering people;33;1731;14592
2016;Melton;Other crimes against the person;31;1731;14593
2016;Melton;Robbery;7;1731;14594
2016;Melton;Stalking, harassment and threatening behaviour;35;1731;14595
2016;Melton;Assault and related offences;125;1732;14596
2016;Melton;Dangerous and negligent acts endangering people;12;1732;14597
2016;Melton;Other crimes against the person;24;1732;14598
2016;Melton;Robbery;1;1732;14599
2016;Melton;Stalking, harassment and threatening behaviour;20;1732;14600
2016;Melton;Assault and related offences;88;1733;14601
2016;Melton;Dangerous and negligent acts endangering people;8;1733;14602
2016;Melton;Other crimes against the person;11;1733;14603
2016;Melton;Stalking, harassment and threatening behaviour;11;1733;14604
2016;Melton;Assault and related offences;1;1884;14605
2016;Melton;Other crimes against the person;1;1884;14606
2016;Melton;Stalking, harassment and threatening behaviour;1;1884;14607
2016;Melton;Assault and related offences;1;2195;14608
2016;Melton;Assault and related offences;8;2252;14609
2016;Melton;Dangerous and negligent acts endangering people;3;2252;14610
2016;Melton;Stalking, harassment and threatening behaviour;2;2252;14611
2016;Melton;Assault and related offences;10;2298;14612
2016;Melton;Dangerous and negligent acts endangering people;4;2298;14613
2016;Melton;Other crimes against the person;2;2298;14614
2016;Melton;Assault and related offences;1;2507;14615
2016;Melton;Stalking, harassment and threatening behaviour;1;2507;14616
2016;Melton;Assault and related offences;32;2600;14617
2016;Melton;Dangerous and negligent acts endangering people;5;2600;14618
2016;Melton;Other crimes against the person;4;2600;14619
2016;Melton;Robbery;5;2600;14620
2016;Melton;Stalking, harassment and threatening behaviour;6;2600;14621
2016;Melton;Robbery;1;2639;14622
2016;Melton;Assault and related offences;2;2668;14623
2016;Melton;Dangerous and negligent acts endangering people;1;2668;14624
2016;Melton;Assault and related offences;9;2713;14625
2016;Melton;Dangerous and negligent acts endangering people;1;2713;14626
2016;Melton;Other crimes against the person;3;2713;14627
2016;Melton;Robbery;2;2713;14628
2016;Melton;Stalking, harassment and threatening behaviour;2;2713;14629
2016;Melton;Assault and related offences;11;2877;14630
2016;Melton;Robbery;1;2877;14631
2016;Mildura;Assault and related offences;2;264;14632
2016;Mildura;Dangerous and negligent acts endangering people;1;264;14633
2016;Mildura;Assault and related offences;5;457;14634
2016;Mildura;Assault and related offences;7;510;14635
2016;Mildura;Other crimes against the person;1;510;14636
2016;Mildura;Stalking, harassment and threatening behaviour;1;510;14637
2016;Mildura;Assault and related offences;2;532;14638
2016;Mildura;Dangerous and negligent acts endangering people;1;532;14639
2016;Mildura;Assault and related offences;1;639;14640
2016;Mildura;Assault and related offences;1;682;14641
2016;Mildura;Stalking, harassment and threatening behaviour;3;682;14642
2016;Mildura;Dangerous and negligent acts endangering people;1;1291;14643
2016;Mildura;Assault and related offences;31;1297;14644
2016;Mildura;Dangerous and negligent acts endangering people;2;1297;14645
2016;Mildura;Other crimes against the person;2;1297;14646
2016;Mildura;Robbery;1;1297;14647
2016;Mildura;Assault and related offences;2;1445;14648
2016;Mildura;Stalking, harassment and threatening behaviour;1;1445;14649
2016;Mildura;Assault and related offences;23;1742;14650
2016;Mildura;Dangerous and negligent acts endangering people;4;1742;14651
2016;Mildura;Other crimes against the person;6;1742;14652
2016;Mildura;Stalking, harassment and threatening behaviour;1;1742;14653
2016;Mildura;Assault and related offences;499;1773;14654
2016;Mildura;Dangerous and negligent acts endangering people;58;1773;14655
2016;Mildura;Other crimes against the person;57;1773;14656
2016;Mildura;Robbery;9;1773;14657
2016;Mildura;Stalking, harassment and threatening behaviour;45;1773;14658
2016;Mildura;Dangerous and negligent acts endangering people;1;1805;14659
2016;Mildura;Other crimes against the person;1;1947;14660
2016;Mildura;Other crimes against the person;1;1979;14661
2016;Mildura;Stalking, harassment and threatening behaviour;1;1979;14662
2016;Mildura;Assault and related offences;4;2050;14663
2016;Mildura;Dangerous and negligent acts endangering people;1;2050;14664
2016;Mildura;Other crimes against the person;2;2050;14665
2016;Mildura;Assault and related offences;11;2130;14666
2016;Mildura;Other crimes against the person;1;2130;14667
2016;Mildura;Stalking, harassment and threatening behaviour;2;2130;14668
2016;Mildura;Assault and related offences;20;2258;14669
2016;Mildura;Dangerous and negligent acts endangering people;3;2258;14670
2016;Mildura;Other crimes against the person;8;2258;14671
2016;Mildura;Stalking, harassment and threatening behaviour;2;2258;14672
2016;Mildura;Dangerous and negligent acts endangering people;1;2723;14673
2016;Mildura;Stalking, harassment and threatening behaviour;1;2745;14674
2016;Mildura;Assault and related offences;1;2889;14675
2016;Mildura;Other crimes against the person;1;2889;14676
2016;Mildura;Assault and related offences;2;3068;14677
2016;Mitchell;Dangerous and negligent acts endangering people;1;90;14678
2016;Mitchell;Other crimes against the person;1;90;14679
2016;Mitchell;Assault and related offences;16;249;14680
2016;Mitchell;Dangerous and negligent acts endangering people;7;249;14681
2016;Mitchell;Other crimes against the person;1;249;14682
2016;Mitchell;Robbery;1;249;14683
2016;Mitchell;Stalking, harassment and threatening behaviour;1;249;14684
2016;Mitchell;Assault and related offences;40;364;14685
2016;Mitchell;Dangerous and negligent acts endangering people;5;364;14686
2016;Mitchell;Other crimes against the person;6;364;14687
2016;Mitchell;Stalking, harassment and threatening behaviour;6;364;14688
2016;Mitchell;Dangerous and negligent acts endangering people;1;599;14689
2016;Mitchell;Stalking, harassment and threatening behaviour;1;599;14690
2016;Mitchell;Assault and related offences;1;965;14691
2016;Mitchell;Assault and related offences;1;1065;14692
2016;Mitchell;Assault and related offences;2;1209;14693
2016;Mitchell;Dangerous and negligent acts endangering people;1;1209;14694
2016;Mitchell;Stalking, harassment and threatening behaviour;1;1209;14695
2016;Mitchell;Assault and related offences;55;1409;14696
2016;Mitchell;Dangerous and negligent acts endangering people;4;1409;14697
2016;Mitchell;Other crimes against the person;7;1409;14698
2016;Mitchell;Stalking, harassment and threatening behaviour;19;1409;14699
2016;Mitchell;Assault and related offences;1;1410;14700
2016;Mitchell;Stalking, harassment and threatening behaviour;1;1410;14701
2016;Mitchell;Dangerous and negligent acts endangering people;1;1654;14702
2016;Mitchell;Other crimes against the person;1;1765;14703
2016;Mitchell;Assault and related offences;1;1856;14704
2016;Mitchell;Dangerous and negligent acts endangering people;1;1856;14705
2016;Mitchell;Assault and related offences;3;2082;14706
2016;Mitchell;Dangerous and negligent acts endangering people;1;2082;14707
2016;Mitchell;Assault and related offences;2;2090;14708
2016;Mitchell;Assault and related offences;4;2234;14709
2016;Mitchell;Other crimes against the person;2;2234;14710
2016;Mitchell;Stalking, harassment and threatening behaviour;1;2234;14711
2016;Mitchell;Assault and related offences;4;2239;14712
2016;Mitchell;Dangerous and negligent acts endangering people;1;2239;14713
2016;Mitchell;Other crimes against the person;2;2239;14714
2016;Mitchell;Robbery;1;2239;14715
2016;Mitchell;Assault and related offences;177;2378;14716
2016;Mitchell;Dangerous and negligent acts endangering people;11;2378;14717
2016;Mitchell;Other crimes against the person;22;2378;14718
2016;Mitchell;Robbery;1;2378;14719
2016;Mitchell;Stalking, harassment and threatening behaviour;42;2378;14720
2016;Mitchell;Stalking, harassment and threatening behaviour;2;2518;14721
2016;Mitchell;Assault and related offences;8;2556;14722
2016;Mitchell;Stalking, harassment and threatening behaviour;2;2556;14723
2016;Mitchell;Assault and related offences;1;2664;14724
2016;Mitchell;Assault and related offences;1;2705;14725
2016;Mitchell;Assault and related offences;1;2750;14726
2016;Mitchell;Assault and related offences;127;2794;14727
2016;Mitchell;Dangerous and negligent acts endangering people;20;2794;14728
2016;Mitchell;Other crimes against the person;13;2794;14729
2016;Mitchell;Stalking, harassment and threatening behaviour;22;2794;14730
2016;Mitchell;Assault and related offences;8;2811;14731
2016;Mitchell;Dangerous and negligent acts endangering people;7;2811;14732
2016;Mitchell;Stalking, harassment and threatening behaviour;3;2811;14733
2016;Mitchell;Stalking, harassment and threatening behaviour;1;2854;14734
2016;Mitchell;Assault and related offences;1;2907;14735
2016;Mitchell;Stalking, harassment and threatening behaviour;1;2932;14736
2016;Moira;Assault and related offences;4;152;14737
2016;Moira;Stalking, harassment and threatening behaviour;1;152;14738
2016;Moira;Other crimes against the person;1;320;14739
2016;Moira;Assault and related offences;1;330;14740
2016;Moira;Assault and related offences;1;415;14741
2016;Moira;Other crimes against the person;1;415;14742
2016;Moira;Assault and related offences;2;442;14743
2016;Moira;Assault and related offences;31;616;14744
2016;Moira;Dangerous and negligent acts endangering people;5;616;14745
2016;Moira;Other crimes against the person;6;616;14746
2016;Moira;Stalking, harassment and threatening behaviour;7;616;14747
2016;Moira;Dangerous and negligent acts endangering people;1;617;14748
2016;Moira;Stalking, harassment and threatening behaviour;1;617;14749
2016;Moira;Assault and related offences;3;1285;14750
2016;Moira;Dangerous and negligent acts endangering people;3;1285;14751
2016;Moira;Other crimes against the person;1;1285;14752
2016;Moira;Assault and related offences;1;1334;14753
2016;Moira;Assault and related offences;1;1360;14754
2016;Moira;Dangerous and negligent acts endangering people;1;1360;14755
2016;Moira;Stalking, harassment and threatening behaviour;2;1360;14756
2016;Moira;Assault and related offences;2;1364;14757
2016;Moira;Other crimes against the person;2;1364;14758
2016;Moira;Assault and related offences;1;1442;14759
2016;Moira;Dangerous and negligent acts endangering people;1;1442;14760
2016;Moira;Other crimes against the person;1;1442;14761
2016;Moira;Assault and related offences;2;1500;14762
2016;Moira;Other crimes against the person;1;1924;14763
2016;Moira;Stalking, harassment and threatening behaviour;2;1924;14764
2016;Moira;Assault and related offences;11;2004;14765
2016;Moira;Other crimes against the person;3;2004;14766
2016;Moira;Stalking, harassment and threatening behaviour;2;2004;14767
2016;Moira;Assault and related offences;24;2094;14768
2016;Moira;Dangerous and negligent acts endangering people;2;2094;14769
2016;Moira;Other crimes against the person;6;2094;14770
2016;Moira;Stalking, harassment and threatening behaviour;2;2094;14771
2016;Moira;Other crimes against the person;1;2162;14772
2016;Moira;Assault and related offences;2;2176;14773
2016;Moira;Assault and related offences;3;2462;14774
2016;Moira;Assault and related offences;4;2504;14775
2016;Moira;Dangerous and negligent acts endangering people;1;2504;14776
2016;Moira;Stalking, harassment and threatening behaviour;3;2504;14777
2016;Moira;Assault and related offences;1;2772;14778
2016;Moira;Assault and related offences;3;3014;14779
2016;Moira;Assault and related offences;1;3032;14780
2016;Moira;Assault and related offences;38;3061;14781
2016;Moira;Dangerous and negligent acts endangering people;2;3061;14782
2016;Moira;Other crimes against the person;3;3061;14783
2016;Moira;Stalking, harassment and threatening behaviour;3;3061;14784
2016;Moira;Assault and related offences;1;3063;14785
2016;Moira;Other crimes against the person;2;3063;14786
2016;Monash;Assault and related offences;28;82;14787
2016;Monash;Other crimes against the person;13;82;14788
2016;Monash;Robbery;5;82;14789
2016;Monash;Stalking, harassment and threatening behaviour;9;82;14790
2016;Monash;Assault and related offences;4;446;14791
2016;Monash;Other crimes against the person;2;446;14792
2016;Monash;Stalking, harassment and threatening behaviour;1;446;14793
2016;Monash;Assault and related offences;56;551;14794
2016;Monash;Dangerous and negligent acts endangering people;4;551;14795
2016;Monash;Other crimes against the person;17;551;14796
2016;Monash;Robbery;4;551;14797
2016;Monash;Stalking, harassment and threatening behaviour;4;551;14798
2016;Monash;Assault and related offences;108;592;14799
2016;Monash;Dangerous and negligent acts endangering people;11;592;14800
2016;Monash;Other crimes against the person;29;592;14801
2016;Monash;Robbery;18;592;14802
2016;Monash;Stalking, harassment and threatening behaviour;15;592;14803
2016;Monash;Assault and related offences;102;1049;14804
2016;Monash;Dangerous and negligent acts endangering people;10;1049;14805
2016;Monash;Other crimes against the person;31;1049;14806
2016;Monash;Robbery;14;1049;14807
2016;Monash;Stalking, harassment and threatening behaviour;24;1049;14808
2016;Monash;Assault and related offences;26;1265;14809
2016;Monash;Other crimes against the person;12;1265;14810
2016;Monash;Robbery;2;1265;14811
2016;Monash;Stalking, harassment and threatening behaviour;3;1265;14812
2016;Monash;Assault and related offences;15;1269;14813
2016;Monash;Other crimes against the person;1;1269;14814
2016;Monash;Stalking, harassment and threatening behaviour;4;1269;14815
2016;Monash;Assault and related offences;64;1916;14816
2016;Monash;Dangerous and negligent acts endangering people;7;1916;14817
2016;Monash;Other crimes against the person;21;1916;14818
2016;Monash;Robbery;4;1916;14819
2016;Monash;Stalking, harassment and threatening behaviour;8;1916;14820
2016;Monash;Assault and related offences;92;1928;14821
2016;Monash;Dangerous and negligent acts endangering people;13;1928;14822
2016;Monash;Other crimes against the person;14;1928;14823
2016;Monash;Robbery;15;1928;14824
2016;Monash;Stalking, harassment and threatening behaviour;12;1928;14825
2016;Monash;Assault and related offences;9;2084;14826
